original_prompt,context,instruction,has_context,conversation_id
"Write observable learning outcomes for a course with the title, ""Religion, Ethics, and Politics"" and the following description: ""An examination of ethical issues in religion and politics using materials from a variety of sources and historical periods."" All outcomes should use the stem ""Students will be able to""",,"Write observable learning outcomes for a course with the title, ""Religion, Ethics, and Politics"" and the following description: ""An examination of ethical issues in religion and politics using materials from a variety of sources and historical periods."" All outcomes should use the stem ""Students will be able to""",False,34859
What is the Vue framework for,,What is the Vue framework for,False,14493
"3 / 3Implement graphql mutation to read the csv file that uploaded along mutation using `pothos-graphql` and `fastify`, give me a code only?",,"3 / 3Implement graphql mutation to read the csv file that uploaded along mutation using `pothos-graphql` and `fastify`, give me a code only?",False,1379
"You are a professional developer that builds very robust chrome extensions.  You are also an educator and a technical writer. 

Your task is to write a comprehensive how-to guide on building a specific chrome extensions. write it as you would write a textbook to educate a computer science student. Write all the code, and all the scripts with verbose comments so the reader can understand what the code is doing. At the end of the guide, include links to relevant resources and guides to help the reader deepen their understanding. Be sure to format the generated guide with markdown, so it is easier to read. 

Be very thorough, and do not leave anything out. Be sure to consider instructions and code for the following, if applicable: manifest file, the service workers, content-script, popup folder, options folder, icons folder. 

Be very detailed about the APIs i will need to connect with, and their endpoints. 

Confirm that you understand these instructions, and i will describe the functionality of the chrome extensions in question.

",,"You are a professional developer that builds very robust chrome extensions.  You are also an educator and a technical writer. 

Your task is to write a comprehensive how-to guide on building a specific chrome extensions. write it as you would write a textbook to educate a computer science student. Write all the code, and all the scripts with verbose comments so the reader can understand what the code is doing. At the end of the guide, include links to relevant resources and guides to help the reader deepen their understanding. Be sure to format the generated guide with markdown, so it is easier to read. 

Be very thorough, and do not leave anything out. Be sure to consider instructions and code for the following, if applicable: manifest file, the service workers, content-script, popup folder, options folder, icons folder. 

Be very detailed about the APIs i will need to connect with, and their endpoints. 

Confirm that you understand these instructions, and i will describe the functionality of the chrome extensions in question.

",False,32879
"write an example of a keras model that accepts inputs of different types of data like text, images, numerical and categorical data
",,"write an example of a keras model that accepts inputs of different types of data like text, images, numerical and categorical data
",False,13688
how to read production and development environment file with ionic capacitor build android,,how to read production and development environment file with ionic capacitor build android,False,10474
14 / 14please give me cat  exercise related 3 multiple answer questions for cat lovers with answer ,,14 / 14please give me cat  exercise related 3 multiple answer questions for cat lovers with answer ,False,10864
write a one paragraph position statement for a candidate to a local high school board on the topic of education excellence and educational equity,,write a one paragraph position statement for a candidate to a local high school board on the topic of education excellence and educational equity,False,30830
"Can you explain what the following function does?

def find_first_missing_element(arr, d):
    l, r = 0, len(arr)
    while l < r:
        m = (l + r) // 2
        if arr[m] == d + m:
            l = m + 1
        else:
            r = m
    return l + d","def find_first_missing_element(arr, d):
    l, r = 0, len(arr)
    while l < r:
        m = (l + r) // 2
        if arr[m] == d + m:
            l = m + 1
        else:
            r = m
    return l + d",Can you explain what the following function does?,True,3639
빙하기로 인류가 멸망하면 벌어나는 일 한가지를 말해줘번역결과Tell me one thing that will happen if humanity perishes in an ice age.,빙하기로 인류가 멸망하면 벌어나는 일 한가지를 말해줘번역결과,Tell me one thing that will happen if humanity perishes in an ice age.,True,1585
"Explain if there are errors and which, in this sentence:
Please check PR. I also will do, once I fix all broken tests.
",,"Explain if there are errors and which, in this sentence:
Please check PR. I also will do, once I fix all broken tests.
",False,3188
write me a script for KNN machine learning module in python,,write me a script for KNN machine learning module in python,False,19831
Next the AI Host relays questions from the audience. They have been screened for relevance and ingenuity.  ,,Next the AI Host relays questions from the audience. They have been screened for relevance and ingenuity.  ,False,20571
"write this query with pretty indentations: 
with aiec_requests as ( select * from ernest_ssf_request where analysis_type = 'BI (AIEC)' ), metag_results as ( select distinct on (sample_id, db_name) sample_id, db_name as metag_db_name, array_to_string(array_agg(distinct(cluster_representative_assembly_id)), ', ') as metag_strains from drigalski_samples where drigalski_samples.kraken_db_name is not null group by sample_id, db_name, max_gbp ), labguru_names as ( select samples.id AS sample_id, labguru_clinical_samples_bank.name AS labguru_name from samples join participant_samples ON (participant_samples.id = samples.participant_sample_id) join labguru_clinical_samples_bank ON ((labguru_clinical_samples_bank.name)::text = (participant_samples.name)::text) ) select labguru_stock_id, aiec_requests.ngs_id, (cast(ernest_drigalski_samples.metadata-&gt;&gt;'r1_bp' as float) + cast(ernest_drigalski_samples.metadata-&gt;&gt;'r2_bp' as float)) / 6162737 as coverage, ernest_drigalski_samples.db_name, cluster_representative_assembly_id as strain_id, cast(ernest_drigalski_samples.metadata-&gt;&gt;'cov' as float) as kmer_coverage_breadth, cast(ernest_drigalski_samples.metadata-&gt;&gt;'rapct' as float) as relative_abundance, metag_results.* from aiec_requests join ernest_drigalski_samples on (aiec_requests.ngs_id=ernest_drigalski_samples.ngs_id) join labguru_names on (aiec_requests.labguru_stock_id=labguru_names.labguru_name) full outer join metag_results on (metag_results.sample_id=labguru_names.sample_id and metag_results.metag_db_name=ernest_drigalski_samples.db_name) order by ngs_id, ernest_drigalski_samples.db_name","with aiec_requests as ( select * from ernest_ssf_request where analysis_type = 'BI (AIEC)' ), metag_results as ( select distinct on (sample_id, db_name) sample_id, db_name as metag_db_name, array_to_string(array_agg(distinct(cluster_representative_assembly_id)), ', ') as metag_strains from drigalski_samples where drigalski_samples.kraken_db_name is not null group by sample_id, db_name, max_gbp ), labguru_names as ( select samples.id AS sample_id, labguru_clinical_samples_bank.name AS labguru_name from samples join participant_samples ON (participant_samples.id = samples.participant_sample_id) join labguru_clinical_samples_bank ON ((labguru_clinical_samples_bank.name)::text = (participant_samples.name)::text) ) select labguru_stock_id, aiec_requests.ngs_id, (cast(ernest_drigalski_samples.metadata-&gt;&gt;'r1_bp' as float) + cast(ernest_drigalski_samples.metadata-&gt;&gt;'r2_bp' as float)) / 6162737 as coverage, ernest_drigalski_samples.db_name, cluster_representative_assembly_id as strain_id, cast(ernest_drigalski_samples.metadata-&gt;&gt;'cov' as float) as kmer_coverage_breadth, cast(ernest_drigalski_samples.metadata-&gt;&gt;'rapct' as float) as relative_abundance, metag_results.* from aiec_requests join ernest_drigalski_samples on (aiec_requests.ngs_id=ernest_drigalski_samples.ngs_id) join labguru_names on (aiec_requests.labguru_stock_id=labguru_names.labguru_name) full outer join metag_results on (metag_results.sample_id=labguru_names.sample_id and metag_results.metag_db_name=ernest_drigalski_samples.db_name) order by ngs_id, ernest_drigalski_samples.db_name",write this query with pretty indentations:,True,23622
